id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
14343,I,1.175,0.9375,0.3625,16.68368075,8.09378225,3.7704835,4.1106775,8.0
14344,M,1.1125,0.8625,0.225,10.44679075,4.83358975,2.2963095,3.5436875,7.0
14345,F,1.35,1.075,0.35,24.33804575,10.07824725,4.7910655,7.7961125,10.0
14346,I,1.1375,0.9,0.225,12.43125575,6.3219385,2.608154,3.5436875,7.0
14347,I,1.325,1.075,0.375,19.97222275,7.93786,4.195726,6.0951425,8.0
14348,F,1.4125,1.1375,0.375,26.52095725,11.4248485,5.3013565,7.37087,10.0
14349,F,1.575,1.2,0.4875,30.94347925,11.92096475,7.427569,10.0640725,18.0
14350,F,1.525,1.175,0.425,30.17804275,14.968536,6.90310325,8.6465975,12.0
14351,M,1.3875,1.075,0.3125,22.41027975,9.87980075,4.309124,6.3786375,10.0
14352,F,1.225,0.975,0.325,18.01610725,7.10154975,3.64291075,4.9611625,8.0
14353,M,1.3,1.0125,0.3625,22.75047375,7.6260155,4.3374735,7.5126175,11.0
14354,M,1.35,1.0375,0.3625,21.27629975,8.0796075,4.89028875,5.10291,15.0
14355,F,1.1,0.8625,0.3125,12.09106175,4.2807745,2.097863,3.21766825,10.0
14356,M,1.4375,1.125,0.3625,27.8108595,12.6722265,6.33611325,7.5126175,11.0
14357,I,1.425,1.125,0.3875,24.720764,10.16329575,4.57844425,6.3219385,9.0
14358,I,1.1,0.8125,0.25,10.41844125,4.86193925,2.50893075,3.40194,8.0
14359,I,1.1875,0.9,0.3,14.75591475,6.6054335,3.118445,5.2446575,8.0
14360,I,0.925,0.6875,0.25,7.1157245,3.061746,1.65844575,2.08368825,7.0
14361,M,1.5625,1.2,0.35,30.0221205,14.84096325,7.10154975,8.3631025,10.0
14362,F,1.475,1.225,0.4125,32.16250775,13.93377925,7.200773,9.63883,11.0
14363,F,1.3,1.0,0.325,22.5378525,6.350288,4.86193925,5.5281525,21.0
14364,F,1.5875,1.25,0.3875,34.5013415,17.293195,7.767763,8.50485,9.0
14365,I,0.9125,0.675,0.225,5.82582225,2.14038725,1.1623295,1.7293195,7.0
14366,I,1.2,0.925,0.3125,13.04077,6.123492,2.73572675,3.96893,10.0
14367,F,1.5625,1.2125,0.475,39.19318375,13.99047825,8.4198015,13.60776,15.0
14368,F,1.5,1.1875,0.4375,35.50774875,13.73533275,7.38504475,9.7805775,15.0
14369,F,1.3,1.0625,0.375,24.2955215,7.75358825,4.479221,8.0796075,13.0
14370,I,1.3625,1.0625,0.3625,19.49028125,9.241937,3.18931875,5.386405,8.0
14371,I,0.6125,0.45,0.15,1.88524175,0.8788345,0.396893,0.60951425,5.0
14372,M,1.5,1.2125,0.4125,30.900955,11.8217415,7.144074,8.0796075,9.0
14373,I,0.9,0.675,0.25,6.293589,2.65067825,1.40330025,2.4097075,8.0
14374,F,1.375,1.075,0.35,22.75047375,7.2291225,4.86193925,7.2291225,17.0
14375,F,1.525,1.2375,0.4,30.5891105,14.288148,7.35669525,8.60407325,10.0
14376,I,0.8,0.6125,0.1875,5.1879585,2.08368825,0.86465975,1.417475,6.0
14377,F,1.4125,1.125,0.3625,24.73493875,12.77144975,5.40057975,6.9456275,10.0
14378,F,1.625,1.3,0.4,46.67745175,24.22464775,9.241937,11.056305,11.0
14379,F,1.625,1.3125,0.425,42.297454,20.6100865,8.0229085,11.056305,9.0
14380,I,0.7875,0.6,0.1875,4.309124,2.0128145,1.2757275,1.417475,5.0
14381,M,1.3,1.025,0.375,22.1976585,6.5487345,4.01145425,6.9456275,17.0
14382,I,0.8125,0.6,0.2,4.49339575,2.097863,0.92135875,1.417475,6.0
14383,M,1.5,1.1875,0.4125,30.0221205,11.04213025,6.350288,9.2135875,14.0
14384,M,1.4125,1.0875,0.4125,28.33532525,11.07047975,6.67630725,7.7961125,9.0
14385,M,1.3625,1.075,0.3375,21.87163925,8.77417025,5.216308,7.2291225,10.0
14386,I,0.775,0.5875,0.1875,4.1673765,1.65844575,1.077281,1.2757275,5.0
14387,F,1.4625,1.1625,0.4,29.21415975,14.84096325,6.1518415,8.1363065,9.0
14388,F,1.475,1.125,0.3625,24.7491135,10.2341695,5.556502,7.200773,9.0
14389,M,1.5,1.1875,0.375,24.73493875,12.48795475,4.89028875,6.3219385,8.0
14390,I,0.7375,0.55,0.2,3.72795925,1.587572,0.8788345,1.417475,8.0
14391,I,1.2875,0.925,0.3,14.17475,6.05261825,2.778251,4.3941725,8.0
14392,I,1.15,0.9375,0.2875,13.33843975,5.556502,2.67902775,4.252425,9.0
14393,F,1.5,1.1375,0.4125,30.71668325,13.70698325,7.597666,8.50485,9.0
14394,F,1.6,1.25,0.425,31.75144,14.0330025,6.56290925,8.9300925,10.0
14395,I,1.025,0.7875,0.2375,10.4042665,4.52174525,2.22543575,2.551455,7.0
14396,M,1.5625,1.2,0.4625,33.26813825,13.62193475,7.10154975,10.0640725,14.0
14397,I,1.3125,0.95,0.325,19.447757,8.77417025,4.139027,4.3941725,9.0
14398,F,1.6,1.3125,0.5375,38.42774725,13.53688625,8.80251975,13.1825175,15.0
14399,M,1.425,1.125,0.375,25.51455,11.07047975,5.40057975,7.087375,10.0
14400,I,1.1375,0.875,0.3125,14.911837,4.9611625,3.04757125,3.40194,8.0
14401,M,1.325,1.025,0.375,19.15008725,6.64795775,4.139027,5.953395,13.0
14402,F,1.575,1.2125,0.4125,32.92794425,14.89766225,6.39281225,8.788345,12.0
14403,M,1.2875,1.0,0.35,19.9863975,9.6671795,3.061746,5.216308,9.0
14404,M,1.425,1.125,0.3375,24.6357155,10.47514025,5.54232725,7.654365,15.0
14405,I,1.1375,0.8875,0.3,14.69921575,10.8011595,2.99087225,3.5436875,6.0
14406,M,1.4,1.1,0.3625,22.01338675,9.6671795,4.57844425,7.37087,10.0
14407,I,1.0125,0.7625,0.25,9.73805325,4.29494925,2.25378525,2.83495,7.0
14408,F,1.475,1.15,0.4125,29.48348,10.77281,6.25106475,8.50485,19.0
14409,M,1.625,1.275,0.475,37.32211675,15.03940975,7.200773,11.623295,9.0
14410,M,1.5,1.1625,0.4,31.524644,11.49572225,7.9095105,9.07184,13.0
14411,I,0.95,0.75,0.2375,7.55514175,3.35941575,1.48834875,2.26796,8.0
14412,I,1.0,0.75,0.25,9.28446125,3.96893,1.77184375,2.33883375,8.0
14413,I,1.3125,1.0,0.3625,19.83047525,8.51902475,3.7137845,6.3219385,8.0
14414,I,0.925,0.6875,0.25,6.27941425,2.721552,1.31825175,1.65844575,7.0
14415,M,1.3125,1.0625,0.35,24.834162,9.87980075,5.76912325,7.087375,10.0
14416,M,1.4125,1.0625,0.325,23.586784,6.7188315,4.89028875,6.9456275,9.0
14417,M,1.3125,1.0,0.3375,22.58037675,9.62465525,4.40834725,6.76135575,10.0
14418,M,1.5375,1.1875,0.4125,29.24250925,12.133586,6.6054335,8.0796075,9.0
14419,F,1.75,1.4,0.5125,49.85259575,23.94115275,11.5382465,13.04077,11.0
14420,M,1.6375,1.3625,0.4375,47.95317925,21.36134825,8.901743,14.458245,11.0
14421,I,1.0,0.75,0.2875,8.9867915,3.78465825,1.6159215,2.83495,7.0
14422,M,1.5,1.1875,0.5,42.6298805,14.10387625,8.83086925,11.623295,17.0
14423,M,1.425,1.125,0.35,24.8058125,11.94931425,4.649318,7.27164675,8.0
14424,I,0.9,0.7,0.2125,7.2858215,3.01922175,1.2190285,2.494756,7.0
14425,I,1.0375,0.8125,0.2625,8.618248,4.46504625,1.814368,2.9766975,7.0
14426,F,1.4875,1.175,0.375,24.6924145,12.54465375,4.89028875,6.3786375,10.0
14427,M,1.3125,1.0,0.325,22.38193025,8.32057825,5.06038575,6.9456275,10.0
14428,M,1.4375,1.125,0.375,22.963095,10.19164525,4.43669675,6.3786375,9.0
14429,I,1.0375,0.7625,0.25,9.19941275,3.92640575,1.99863975,2.6932025,6.0
14430,I,1.275,0.975,0.2875,15.29455525,7.29999625,2.948348,4.252425,7.0
14431,F,1.6125,1.2,0.4625,35.98969025,16.0741665,8.391452,9.4970825,10.0
14432,F,1.5,1.175,0.4125,33.4807595,14.13222575,8.0796075,8.0796075,10.0
14433,I,0.5,0.3625,0.1125,0.86465975,0.35436875,0.18427175,0.3118445,5.0
14434,I,1.1,0.8125,0.225,11.43902325,4.9611625,2.36718325,2.87747425,7.0
14435,F,1.725,1.3125,0.475,48.23667425,21.16290175,11.7083435,11.60912025,10.0
14436,M,1.6,1.2625,0.4375,40.029494,19.29183475,7.087375,11.056305,11.0
14437,F,1.7625,1.4,0.4375,47.9390045,18.83824275,11.5382465,13.04077,11.0
14438,F,1.4125,1.1,0.325,27.1304715,13.834556,6.76135575,7.72523875,8.0
14439,M,1.5625,1.2,0.4125,34.0194,16.499409,6.64795775,8.50485,11.0
14440,M,1.5625,1.25,0.4625,37.137845,15.86154525,6.25106475,10.942907,10.0
14441,F,1.4875,1.1625,0.375,29.766975,12.6155275,7.7961125,8.6465975,9.0
14442,I,1.2875,0.9875,0.3125,16.23008875,7.07320025,3.01922175,4.819415,9.0
14443,I,1.25,0.9375,0.3125,15.15280775,7.41339425,3.47281375,3.8271825,6.0
14444,M,1.7,1.3,0.4625,46.62075275,20.97863,9.42620875,10.1207715,15.0
14445,M,1.6125,1.225,0.4125,33.57998275,13.62193475,6.76135575,10.6310625,8.0
14446,I,0.9625,0.7375,0.25,6.23689,2.48058125,1.43164975,2.83495,7.0
14447,F,1.575,1.25,0.4125,37.77570875,17.3215445,7.32834575,9.4970825,9.0
14448,M,1.5125,1.1625,0.475,32.6302745,13.1258185,5.68407475,10.0640725,26.0
14449,M,1.4,1.075,0.4125,23.7285315,9.99319875,5.386405,5.386405,14.0
14450,M,1.35,1.1,0.4875,28.7180435,11.169703,6.36446275,8.6465975,13.0
14451,M,1.7375,1.375,0.5,50.24948875,23.2749395,11.52407175,14.41572075,10.0
14452,F,1.5375,1.15,0.425,31.48211975,10.829509,7.64019025,9.07184,16.0
14453,F,1.6125,1.225,0.375,32.16250775,12.94154675,6.87475375,8.788345,10.0
14454,M,1.375,1.0625,0.3625,23.926978,10.78698475,5.00368675,8.221355,11.0
14455,M,1.275,1.0125,0.325,20.70930975,7.9095105,3.8838815,6.0951425,10.0
14456,F,1.625,1.2875,0.4875,40.596484,17.57669,9.07184,11.1980525,11.0
14457,M,1.3125,1.075,0.3375,19.57532975,8.60407325,4.09650275,5.6699,11.0
14458,M,1.4875,1.1625,0.4,27.76833525,12.1619355,6.25106475,7.5126175,9.0
14459,I,0.8375,0.65,0.225,6.36446275,2.2963095,1.54504775,1.984465,6.0
14460,F,1.675,1.3625,0.45,44.22522,19.27766,10.5743635,13.1825175,11.0
14461,I,0.9375,0.6875,0.2375,7.98038425,3.13261975,1.43164975,2.4097075,7.0
14462,I,1.225,0.925,0.325,18.597272,7.030676,3.75630875,4.819415,10.0
14463,F,1.575,1.25,0.425,36.10308825,11.49572225,8.85921875,10.0640725,13.0
14464,I,1.5125,1.125,0.375,24.62154075,10.19164525,5.5281525,9.70970375,15.0
14465,I,0.925,0.7,0.2,6.30776375,2.65067825,1.7293195,1.984465,7.0
14466,M,1.15,0.875,0.2875,12.927372,5.37223025,2.67902775,3.96893,9.0
14467,F,1.375,1.0625,0.375,24.79163775,11.7083435,6.0951425,6.7755305,9.0
14468,I,0.9375,0.7,0.25,7.1157245,3.2601925,1.63009625,1.927766,8.0
14469,M,1.2875,1.0,0.325,20.184844,8.09378225,4.94698775,6.520385,8.0
14470,F,1.7625,1.3625,0.475,55.23900075,21.13455225,11.396499,12.8990225,17.0
14471,M,1.5625,1.2125,0.4,34.8415355,14.514944,7.6827145,9.922325,10.0
14472,M,1.6125,1.25,0.4625,36.38658325,16.5277585,7.44174375,9.7805775,12.0
14473,M,1.425,1.175,0.3875,26.591831,11.77921725,5.40057975,7.087375,11.0
14474,I,0.85,0.6625,0.1875,5.5281525,2.211261,1.6726205,1.417475,4.0
14475,I,1.475,1.15,0.35,25.51455,11.92096475,5.68407475,7.2291225,10.0
14476,I,1.125,0.875,0.2875,12.927372,5.34388075,2.62232875,3.86970675,7.0
14477,I,1.0125,0.75,0.25,7.98038425,3.572037,1.927766,2.551455,7.0
14478,M,1.2625,1.025,0.3625,20.14231975,8.561549,4.06815325,6.3786375,11.0
14479,I,0.95,0.7,0.2,7.540967,3.2601925,1.6159215,2.1262125,8.0
14480,I,0.525,0.375,0.1625,1.190679,0.49611625,0.340194,0.4252425,9.0
14481,M,1.275,0.975,0.3375,22.75047375,11.509897,4.63514325,5.2446575,7.0
14482,M,1.6125,1.2,0.4125,43.488133,20.2131935,8.901743,9.922325,11.0
14483,F,1.3,0.9375,0.3,19.447757,8.51902475,3.9405805,5.2446575,9.0
14484,M,1.225,0.925,0.3375,16.65533125,6.81805475,3.98310475,4.9611625,10.0
14485,I,1.275,1.0,0.35,19.74542675,7.92368525,4.06815325,6.23689,17.0
14486,M,1.3625,1.075,0.35,21.87163925,10.546014,4.86193925,5.10291,9.0
14487,F,1.55,1.25,0.4,34.529691,15.46465225,8.68912175,9.7805775,11.0
14488,I,1.25,1.0125,0.375,20.08562075,9.99319875,4.01145425,5.5281525,9.0
14489,F,1.5,1.2375,0.425,31.6096925,14.17475,7.7394135,8.9300925,10.0
14490,M,1.725,1.375,0.4375,51.199197,22.2543575,10.77281,13.4660125,8.0
14491,I,1.2875,0.95,0.3125,17.0380495,7.86698625,4.06815325,4.3941725,8.0
14492,F,1.4625,1.15,0.35,27.895908,11.793392,8.391452,6.23689,10.0
14493,F,1.625,1.3125,0.45,41.8863863,18.5122235,9.3836845,11.056305,11.0
14494,M,1.45,1.1,0.3125,24.323871,10.829509,4.2240755,7.654365,10.0
14495,I,1.425,1.075,0.375,24.720764,9.525432,4.01145425,7.37087,15.0
14496,I,1.025,0.7875,0.2375,10.886208,4.309124,2.041164,2.83495,7.0
14497,F,1.5,1.225,0.3875,31.127751,11.679994,7.144074,9.7805775,14.0
14498,I,1.3,0.975,0.3125,16.4710595,8.3631025,3.8838815,4.8477645,8.0
14499,M,1.2875,1.025,0.325,17.7184375,6.3219385,4.53592,6.6621325,20.0
14500,F,1.725,1.375,0.5125,52.34735175,21.36134825,12.09106175,14.72756525,9.0
14501,M,1.8,1.475,0.5625,50.972401,23.96950225,11.12717875,12.8990225,10.0
14502,M,1.3625,1.0625,0.4,26.01066625,9.8939755,5.726599,8.221355,13.0
14503,I,1.275,0.95,0.3125,16.31513725,6.70465675,3.24601775,4.32329875,9.0
14504,M,1.4625,1.1625,0.4,27.4139665,13.59358525,6.2085405,7.087375,9.0
14505,I,0.6875,0.5,0.1625,2.59397925,1.1056305,0.58116475,0.850485,5.0
14506,F,1.8,1.4125,0.5125,60.6962795,33.92017675,13.60776,14.84096325,10.0
14507,M,1.25,0.9875,0.375,15.2803805,6.0951425,3.7137845,4.9611625,14.0
14508,M,1.1,0.8875,0.3,14.968536,6.13766675,2.9766975,3.96893,13.0
14509,F,1.375,1.075,0.35,20.76600875,9.6104805,4.6209685,6.23689,9.0
14510,F,1.0625,0.8,0.3125,10.02154825,4.6776675,2.3530085,3.5436875,7.0
14511,I,1.1625,0.875,0.275,12.48795475,5.37223025,2.041164,3.10427025,7.0
14512,I,0.6625,0.475,0.175,2.721552,1.0489315,0.52446575,0.850485,4.0
14513,M,1.6875,1.3875,0.5375,43.7999775,17.61921425,10.1207715,15.03940975,20.0
14514,F,1.5625,1.2125,0.4,33.89182725,10.64523725,8.60407325,11.90679,16.0
14515,F,1.3,1.05,0.3875,20.184844,7.087375,4.082328,5.8116475,11.0
14516,M,1.1125,0.85,0.35,11.38232425,3.9405805,2.99087225,4.252425,8.0
14517,F,1.6375,1.3375,0.475,38.88133925,16.102516,7.98038425,13.0691195,14.0
14518,M,1.4,1.075,0.325,21.21688025,10.02154825,5.42892925,5.8683465,8.0
14519,M,1.525,1.2,0.4,35.19590425,15.94659375,9.53960675,7.93786,10.0
14520,M,1.475,1.15,0.3625,27.8675585,12.587178,6.010094,7.087375,9.0
14521,F,1.45,1.125,0.375,24.84833675,11.963489,5.5281525,6.520385,8.0
14522,F,1.6375,1.3125,0.375,36.47163175,16.6411565,8.731646,10.035723,10.0
14523,M,1.725,1.3875,0.5125,54.7428845,25.98231675,11.38232425,14.514944,11.0
14524,M,1.15,0.875,0.275,11.89261525,4.3374735,2.67902775,3.685435,13.0
14525,M,1.625,1.225,0.425,39.405805,19.731252,8.60407325,8.788345,10.0
14526,F,1.2625,0.975,0.375,21.035329,7.6260155,4.89028875,7.2291225,9.0
14527,F,1.6125,1.3,0.4,41.0784255,16.612807,7.27164675,11.90679,15.0
14528,M,1.5,1.1875,0.4125,30.43318825,13.5227115,7.597666,8.3631025,9.0
14529,M,1.15,0.875,0.3125,11.41067375,4.0539785,2.4664065,3.8271825,8.0
14530,F,1.15,0.875,0.35,14.571643,6.73300625,3.0333965,4.9611625,8.0
14531,F,1.3125,1.0125,0.325,20.96445525,8.32057825,4.479221,7.37087,10.0
14532,F,1.4625,1.15,0.425,29.10076175,7.711064,7.07320025,9.2135875,14.0
14533,F,1.6625,1.2875,0.4625,41.00755175,13.437663,10.58853825,12.8990225,14.0
14534,I,1.425,1.0625,0.4,23.3316385,11.113004,4.9044635,6.80388,8.0
14535,M,1.425,1.075,0.3875,23.43086175,10.58853825,4.83358975,6.80388,11.0
14536,M,1.6,1.2875,0.5125,46.67745175,22.69377475,10.2908685,11.623295,12.0
14537,F,1.475,1.1625,0.4,38.838815,13.947954,6.87475375,10.0640725,12.0
14538,F,1.425,1.125,0.375,24.720764,12.7289255,5.99591925,6.23689,8.0
14539,F,1.3,1.025,0.3625,20.19901875,8.71747125,4.32329875,6.80388,14.0
14540,I,1.1625,0.8625,0.25,13.60776,5.37223025,3.01922175,3.2601925,7.0
14541,F,1.7,1.375,0.4875,47.230267,22.01338675,11.89261525,12.8990225,11.0
14542,I,0.4,0.3,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4.0
14543,M,1.575,1.225,0.3875,33.52328375,15.422128,7.75358825,8.0796075,12.0
14544,F,1.425,1.1125,0.425,26.2232875,11.8217415,5.68407475,7.7961125,13.0
14545,I,1.2125,0.975,0.275,14.5999925,6.7188315,2.28213475,4.9611625,9.0
14546,F,1.425,1.1375,0.3625,20.3265915,9.45455825,4.09650275,6.3786375,8.0
14547,I,1.275,0.9875,0.3375,17.02387475,8.561549,3.64291075,5.2446575,8.0
14548,F,1.35,1.025,0.3375,21.64484325,9.8372765,5.896696,7.37087,15.0
14549,M,1.45,1.125,0.4,34.416293,11.679994,5.96756975,10.3475675,17.0
14550,M,1.625,1.225,0.4125,34.302895,13.947954,8.391452,9.07184,10.0
14551,I,1.2875,1.0375,0.35,20.28406725,7.10154975,4.422522,7.37087,11.0
14552,M,1.5875,1.2875,0.4375,38.96638775,17.6617385,8.561549,11.1980525,11.0
14553,M,1.625,1.25,0.4125,33.8776525,18.38465075,6.90310325,9.4970825,12.0
14554,M,1.4,1.1,0.375,30.957654,14.21727425,6.64795775,8.9300925,8.0
14555,M,1.4,1.0375,0.45,24.210473,9.4403835,5.8683465,8.0796075,10.0
14556,I,0.9,0.675,0.2375,6.53455975,2.65067825,0.97805775,2.1262125,6.0
14557,M,1.675,1.3125,0.45,41.00755175,15.762322,8.23552975,11.1980525,13.0
14558,I,1.3375,1.0875,0.375,22.89222125,9.128539,4.49339575,7.427569,10.0
14559,I,1.125,0.8375,0.325,12.71475075,6.860579,2.891649,3.3735905,7.0
14560,I,1.1375,0.925,0.3375,14.571643,6.36446275,2.99087225,4.3941725,7.0
14561,M,1.6125,1.25,0.375,32.16250775,15.03940975,7.38504475,8.334753,11.0
14562,M,1.3125,0.9875,0.35,18.27125275,8.3631025,3.67126025,5.2446575,9.0
14563,M,1.35,1.0625,0.325,23.43086175,11.04213025,4.5075705,6.3786375,8.0
14564,F,1.35,1.1,0.4,26.32251075,8.845044,6.16601625,8.50485,14.0
14565,I,0.9,0.675,0.2125,6.633783,2.6932025,1.5025235,1.984465,6.0
14566,M,1.1875,0.9375,0.3,15.87572,7.711064,3.8271825,4.1106775,7.0
14567,I,0.8625,0.6375,0.2125,6.25106475,3.44446425,1.2190285,1.7860185,7.0
14568,F,1.6375,1.3,0.5125,44.80638475,17.6617385,11.396499,11.623295,13.0
14569,F,1.325,1.0625,0.325,16.9813505,7.78193775,3.7137845,5.93922025,10.0
14570,I,1.1625,0.925,0.3,14.004653,6.633783,2.381358,3.96893,8.0
14571,F,1.5125,1.225,0.475,32.89959475,12.82814875,7.27164675,9.63883,9.0
14572,I,1.0,0.7875,0.225,7.6827145,3.798833,1.14815475,2.1262125,6.0
14573,F,1.4625,1.125,0.425,27.22969475,12.47378,6.066793,7.654365,9.0
14574,I,0.525,0.375,0.1375,1.190679,0.49611625,0.35436875,0.4252425,5.0
14575,M,0.9625,0.7375,0.25,7.10154975,2.721552,1.51669825,2.26796,7.0
14576,F,1.2375,1.0125,0.3375,21.9708625,5.9817445,4.52174525,7.2291225,12.0
14577,M,1.3,1.0625,0.425,28.066005,8.334753,5.896696,8.3631025,13.0
14578,I,1.05,0.775,0.3,10.27669375,4.1673765,2.324659,2.9766975,7.0
14579,M,1.55,1.15,0.425,27.895908,13.4660125,6.860579,7.5126175,8.0
14580,I,0.8125,0.6125,0.2125,4.60679375,1.984465,1.06310625,1.20485375,7.0
14581,F,1.425,1.0875,0.45,33.46658475,12.757275,6.406987,11.056305,13.0
14582,F,1.525,1.2125,0.4125,30.1922175,10.035723,6.25106475,9.922325,16.0
14583,I,0.825,0.6125,0.25,5.556502,2.14038725,1.020582,1.530873,7.0
14584,M,1.5,1.175,0.375,28.67551925,13.6928085,6.2652395,8.6465975,9.0
14585,M,0.925,0.7,0.2375,6.64795775,2.6365035,1.77184375,2.1262125,10.0
14586,F,1.6875,1.375,0.4125,43.885026,19.731252,8.51902475,12.6155275,11.0
14587,F,1.425,1.1125,0.4125,28.33532525,11.15552825,6.860579,8.74582075,10.0
14588,I,0.4375,0.3125,0.075,0.66621325,0.226796,0.09922325,0.226796,5.0
14589,M,1.4125,1.1875,0.35,25.060958,13.947954,5.40057975,6.80388,9.0
14590,F,1.55,1.225,0.3875,30.6458095,14.0330025,7.15824875,9.36950975,9.0
14591,I,0.875,0.6625,0.225,5.42892925,2.11203775,1.17650425,1.70097,6.0
14592,F,1.7875,1.3625,0.425,48.00987825,16.23008875,10.829509,12.8990225,11.0
14593,I,0.8875,0.6625,0.25,6.33611325,2.65067825,1.31825175,1.984465,7.0
14594,M,1.4375,1.125,0.3625,24.6924145,12.0485375,5.37223025,7.1157245,9.0
14595,M,1.6125,1.25,0.4,39.19318375,17.8885345,9.11436425,9.07184,12.0
14596,I,1.425,1.0625,0.325,24.84833675,10.41844125,5.68407475,7.2291225,9.0
14597,M,1.525,1.25,0.375,28.33532525,11.92096475,6.4920355,8.3631025,10.0
14598,F,1.8,1.4375,0.5,49.54075125,25.38697725,10.87203325,13.1825175,11.0
14599,F,1.25,1.0,0.3875,19.06503875,6.7755305,4.01145425,5.2446575,15.0
14600,I,1.25,1.0125,0.35,20.25571775,7.78193775,4.86193925,6.0951425,14.0
14601,F,1.525,1.175,0.4375,31.08522675,14.04717725,7.38504475,7.7961125,9.0
14602,M,1.325,1.0375,0.3625,21.9708625,9.82310175,4.762716,6.76135575,9.0
14603,M,1.55,1.2125,0.4125,38.22930075,18.95164075,8.0229085,8.9300925,12.0
14604,F,1.325,1.025,0.325,21.8007655,9.2702865,4.01145425,5.046211,8.0
14605,M,1.15,0.875,0.3,11.94931425,4.9611625,2.70737725,3.5436875,7.0
14606,F,1.625,1.3125,0.4,47.08987975,20.36911575,10.0073735,13.437663,15.0
14607,M,1.5125,1.1375,0.4,29.95124675,11.12717875,6.76135575,8.788345,10.0
14608,F,1.425,1.1,0.3875,27.669112,12.6722265,6.19436575,7.2291225,11.0
14609,M,1.4625,1.1375,0.4,26.308336,11.94931425,6.917278,7.654365,11.0
14610,M,1.6,1.275,0.4625,38.42774725,16.96717575,8.5898985,11.90679,11.0
14611,M,1.55,1.2,0.45,31.56716825,14.72756525,8.88756825,7.93786,10.0
14612,F,1.6125,1.25,0.4875,35.81959325,17.02387475,7.1724235,9.6104805,11.0
14613,I,1.475,1.15,0.3625,27.1871705,11.5382465,7.15824875,7.2291225,10.0
14614,M,1.6,1.25,0.5,43.6298805,16.045817,10.36174225,12.190285,13.0
14615,M,1.5875,1.25,0.5,36.230661,11.32562525,7.427569,11.056305,15.0
14616,F,1.575,1.2125,0.375,32.16250775,13.73533275,8.334753,7.5126175,8.0
14617,I,0.5,0.3625,0.1,1.09145575,0.66621325,0.226796,0.29766975,5.0
14618,F,1.6625,1.2625,0.4125,36.78347625,17.19397175,8.3064035,10.77281,12.0
14619,M,1.5625,1.2375,0.4375,36.5425055,17.349894,9.39785925,9.922325,10.0
14620,M,1.425,1.1,0.4125,26.2232875,10.77281,5.54232725,7.7961125,18.0
14621,I,1.2125,0.9,0.3,15.66309875,7.030676,3.01922175,4.9611625,8.0
14622,M,1.475,1.175,0.3875,24.6357155,10.81533425,5.386405,6.9456275,10.0
14623,I,0.525,0.425,0.1125,1.34660125,0.5386405,0.3118445,0.3685435,4.0
14624,I,0.8,0.6125,0.1875,4.309124,2.0128145,0.9355335,1.2757275,7.0
14625,I,1.525,1.2,0.4375,36.51318975,17.463292,7.24329725,8.3631025,12.0
14626,M,0.8125,0.6125,0.2125,5.2446575,2.551455,0.86465975,1.13398,5.0
14627,F,1.5625,1.25,0.4125,36.04638925,15.3370795,6.917278,9.7805775,10.0
14628,M,1.525,1.1625,0.4125,30.4190135,13.60776,7.41339425,7.5126175,9.0
14629,M,1.525,1.2,0.425,30.94347925,14.004653,7.78193775,8.221355,9.0
14630,M,1.6,1.2625,0.4,38.03085425,16.54193325,6.90310325,9.63883,11.0
14631,I,1.375,1.0625,0.3,19.06503875,8.1930055,3.81300775,5.953395,9.0
14632,M,1.575,1.225,0.4125,33.9343515,13.96212875,10.95708175,10.9145575,13.0
14633,I,1.1875,0.9375,0.325,15.83319575,6.577084,3.2601925,3.8271825,8.0
14634,M,1.525,1.2125,0.375,30.900955,13.9196045,6.19436575,8.3631025,8.0
14635,M,1.5375,1.2125,0.325,28.803092,14.92601175,5.59902625,6.80388,10.0
14636,F,1.275,0.9875,0.3125,16.68368075,7.9662095,3.64291075,4.819415,9.0
14637,I,0.7375,0.5375,0.2125,3.9405805,1.60174675,0.80796075,1.190679,10.0
14638,I,1.4,1.075,0.3375,22.1976585,9.7805775,4.3374735,6.80388,11.0
14639,M,0.9,0.675,0.2125,6.13766675,2.67902775,1.06310625,1.984465,8.0
14640,F,1.6125,1.25,0.475,38.88133925,13.60776,7.7394135,13.60776,20.0
14641,F,1.575,1.2,0.4125,34.8415355,15.88989475,7.881161,9.19941275,9.0
14642,F,1.475,1.125,0.3875,24.73493875,9.87980075,5.88252125,8.0796075,21.0
14643,M,1.4,1.0375,0.3625,25.3161035,11.35397475,4.57844425,6.64795775,9.0
14644,F,1.5625,1.225,0.3875,31.70891575,13.947954,6.64795775,9.4970825,10.0
14645,F,1.5,1.125,0.3875,27.1871705,13.48018725,5.00368675,7.4559185,9.0
14646,M,1.325,1.0625,0.3125,16.42853525,6.7755305,3.98310475,5.2446575,8.0
14647,I,1.2875,1.0375,0.3125,17.70426275,7.04485075,4.2807745,4.57844425,8.0
14648,M,1.4625,1.125,0.4,30.43318825,11.7650425,6.973977,7.5126175,13.0
14649,I,1.4,1.075,0.3,21.8574645,8.46232575,5.14543425,6.6621325,8.0
14650,I,1.1,0.85,0.3,12.0485375,5.23048275,2.3530085,3.5436875,8.0
